scenario_label,observed_action,relationship_condition,alt_idx,action_text,is_share
dip,action_1,75,3,"Declan and Eric decide to make one big platter with all the snacks and dips, and double-dip together",1
dip,action_1,75,4,"Eric prepares all the snacks and dips, and then serves Declan without eating any himself",0
dip,action_1,75,5,"Declan and Eric take turns tasting the dips and chips, feeding each other",1
dip,action_1,75,6,"They abandon the idea of snacks and decide to order pizza instead, eating together from the same boxes",1
dip,action_1,75,7,"Declan eats all the snacks by himself, and then tells Eric about which dips and chips he likes best",0
dip,action_1,75,8,"Eric and Declan have a snack-tasting competition, where they both try to guess which dip goes best with which chip, but use separate plates",0
dip,action_1,75,9,"They make a game out of it, and take turns trying to guess which dip the other person prefers, sharing the same plate and dips",1
dip,action_1,100,0,Declan prepares all the snacks alone,0
dip,action_1,100,1,"They make separate plates with the same snacks, eating independently",0
dip,action_1,100,2,"One person tastes and decides which dip goes best with which chip, then informs the other",1
dip,action_1,100,3,"They take turns tasting the dips and chips, but use the same utensil",1
dip,action_1,100,4,"Declan and Eric double-dip from the same bowl, using the same chip type",1
dip,action_1,100,5,"They decide not to eat any snacks, abandoning the chips and dips",0
dip,action_1,100,6,"They eat the dips with their fingers, but from separate bowls",1
dip,action_1,100,7,"Eric prepares the snacks, then brings a single serving to Declan, who eats alone",0
dip,action_1,100,8,They have a taste-testing competition to see who can guess the most dip and chip combinations correctly,1
dip,action_2,0,0,Each person prepares their own separate snack with their preferred chip and dip combination,0
dip,action_2,0,1,"They take turns tasting the dips with the chips, using a new chip each time to avoid double-dipping",1
dip,action_2,0,2,Declan prepares the snacks while Eric waits to be served,0
dip,action_2,0,3,"Eric prepares the snacks and then leaves the room, allowing Declan to serve himself",0
dip,action_2,0,4,They decide not to eat the snacks and instead put them away for later,0
dip,action_2,0,5,"Declan and Eric stand on opposite sides of the counter, each with their own set of chips and dips, and eat without interacting",0
dip,action_2,0,6,They sit down together at a table and pass the chips and dips back and forth to each other,1
dip,action_2,0,7,One person tastes the dips and then reports back to the other on which chip and dip combination is the best,0
dip,action_2,0,8,They use separate serving utensils to taste the dips and avoid touching the same chips,1
dip,action_2,50,0,"Declan prepares his own plate with chips and dip, and Eric does the same, without sharing or comparing",0
dip,action_2,50,1,"They take turns trying each dip with a separate chip, without double-dipping",1
dip,action_2,50,2,"Declan tries all the dips and chips first, then reports back to Eric on which combinations are good",0
dip,action_2,50,3,"Eric prepares a plate for Declan with his preferred chips and dip, and Declan does the same for Eric",1
dip,action_2,50,4,"They decide to only try one kind of chip with one kind of dip, to avoid mixing flavors",1
dip,action_2,50,5,"Declan eats all the snacks by himself, without offering any to Eric",0
dip,action_2,50,6,They put all the chips and dips on the table and let their party guests serve themselves,1
dip,action_2,50,7,"Eric tries a dip, then hands the chip to Declan to try, without double-dipping",1
dip,action_2,50,8,"They choose one dip to focus on, and take turns adding different kinds of chips to it to see what works best",1
dip,action_2,50,9,"Neither of them tries the snacks, and they just leave them out for the party guests",0
dip,action_2,75,0,"Declan prepares and tastes all the snacks alone, without Eric's involvement",0
dip,action_2,75,1,They prepare the snacks together but use separate plates and dips to avoid cross-contamination,0
dip,action_2,75,2,"Eric prepares one kind of chip and dip, Declan prepares the other, and they swap plates to try each other's",1
dip,action_2,75,3,"They decide to make it a blind taste test, preparing the snacks separately and then guessing which dip and chip combination the other made",1
dip,action_2,75,4,"Declan and Eric take turns tasting the dips and chips, with one person feeding the other",1
dip,action_2,75,5,They abandon the snacks and decide to order takeout instead,0
dip,action_2,75,6,One person prepares the snacks while the other person doesn't participate but watches and provides feedback,0
dip,action_2,75,7,"They prepare the snacks together but only try one dip and chip combination, deciding together which one to focus on",1
dip,action_2,100,0,"Declan prepares his own snack with one kind of chip and dip, and Eric does the same",0
dip,action_2,100,1,They take turns trying each dip with a new chip each time,1
dip,action_2,100,2,One person prepares all the snacks and the other person doesn't participate,0
dip,action_2,100,3,They use separate serving utensils for each dip and don't double-dip,1
dip,action_2,100,4,Declan and Eric make their own individual dips from the same ingredients,0
dip,action_2,100,5,They decide not to eat any snacks and put them away,0
dip,action_2,100,6,One person tastes the dips and reports back to the other,0
dip,action_2,100,7,"They use a barrier, like a chip bag, to divide the snacks and dips on the plate",1
dip,action_2,100,8,"Declan and Eric eat at different times, using the same snacks but not together",0
dip,action_3,0,0,Each person prepares their own separate snack with their preferred chips and dip,0
dip,action_3,0,1,"Declan prepares the snacks for both of them, choosing the combinations he thinks they'll like",0
dip,action_3,0,2,"They prepare the snacks together, but then eat separately without sharing or handing food to each other",0
dip,action_3,0,3,"One person tastes the dips and chips, then reports their opinions to the other, who decides what to eat based on that information",0
dip,action_3,0,4,"They divide the dips and chips evenly between them, but eat from their own separate portions without sharing",0
dip,action_3,0,5,"Declan and Eric take turns tasting the different chip and dip combinations, discussing their opinions and preferences with each other",1
dip,action_3,0,6,"They decide to make a joint decision on which chip and dip combination to eat together, and then share that specific snack",1
dip,action_3,0,7,"One person serves the other, feeding them the chips and dip",1
dip,action_3,0,8,"They eat the snacks together, but from a common plate or bowl, without handing food directly to each other",1
dip,action_3,50,0,Declan prepares and eats his own snack alone,0
dip,action_3,50,1,Eric and Declan eat from separate plates with their own chosen dips and chips,0
dip,action_3,50,2,"They take turns tasting each dip and chip combination, but use new, untouched chips each time",1
dip,action_3,50,3,Declan and Eric decide to make a new dip by mixing the two together and share that,1
dip,action_3,50,4,"Neither of them tries the dips or chips, and they just leave the snacks out for the party guests",0
dip,action_3,50,5,One person prepares all the snacks and the other person doesn't help or participate,0
dip,action_3,50,6,They divide the dips and chips evenly between them and eat their own portions without sharing,0
dip,action_3,50,7,"Declan and Eric feed each other the dips and chips, rather than feeding themselves",1
dip,action_3,50,8,"They discuss and decide on the best dip and chip combination, then both eat that together",1
dip,action_3,75,0,"Declan prepares and eats his own snacks, and Eric does the same, not sharing any food",0
dip,action_3,75,1,"They prepare the snacks together but use separate plates and utensils, not sharing any food directly",0
dip,action_3,75,2,"Declan prepares all the snacks and Eric just eats what Declan hands him, without touching any of the dips or chips before they're served",0
dip,action_3,75,3,"They take turns tasting the dips and chips, but use a clean chip each time to avoid direct contact",1
dip,action_3,75,4,"Declan and Eric eat the snacks together, but only share the dips by using the same serving spoon to put dip on their individual plates",1
dip,action_3,75,5,"They both prepare the snacks, then assemble the plates together and eat together, but don't directly hand food to each other",1
dip,action_3,75,6,"Eric prepares the snacks while Declan waits, then Eric hands the whole plate to Declan to serve himself first",0
dip,action_3,75,7,"They decide to not eat any snacks until the party starts, and just store them away for later, not engaging with the food at all",0
